,word,score
23077,vitriolic,-3.0
23078,vivacious,3.0
23079,vociferous,-1.0
23080,vulnerability,-2.0
23081,vulnerable,-2.0
23082,walkout,-2.0
23083,walkouts,-2.0
23084,wanker,-3.0
23085,want,1.0
23086,war,-2.0
23087,warfare,-2.0
23088,warm,1.0
23089,warmth,2.0
23090,warn,-2.0
23091,warned,-2.0
23092,warning,-3.0
23093,warnings,-3.0
23094,warns,-2.0
23095,waste,-1.0
23096,wasted,-2.0
23097,wasting,-2.0
23098,wavering,-1.0
23099,weak,-2.0
23100,weakness,-2.0
23101,wealth,3.0
23102,wealthy,2.0
23103,weary,-2.0
23104,weep,-2.0
23105,weeping,-2.0
23106,weird,-2.0
23107,welcome,2.0
23108,welcomed,2.0
23109,welcomes,2.0
23110,whimsical,1.0
23111,whitewash,-3.0
23112,whore,-4.0
23113,wicked,-2.0
23114,widowed,-1.0
23115,willingness,2.0
23116,win,4.0
23117,winner,4.0
23118,winning,4.0
23119,wins,4.0
23120,winwin,3.0
23121,wish,1.0
23122,wishes,1.0
23123,wishing,1.0
23124,withdrawal,-3.0
23125,woebegone,-2.0
23126,woeful,-3.0
23127,won,3.0
23128,wonderful,4.0
23129,woo,3.0
23130,woohoo,3.0
23131,wooo,4.0
23132,woow,4.0
23133,worn,-1.0
23134,worried,-3.0
23135,worry,-3.0
23136,worrying,-3.0
23137,worse,-3.0
23138,worsen,-3.0
23139,worsened,-3.0
23140,worsening,-3.0
23141,worsens,-3.0
23142,worshiped,3.0
23143,worst,-3.0
23144,worth,2.0
23145,worthless,-2.0
23146,worthy,2.0
23147,wow,4.0
23148,wowow,4.0
23149,wowww,4.0
23150,wrathful,-3.0
23151,wreck,-2.0
23152,wrong,-2.0
23153,wronged,-2.0
23154,wtf,-4.0
23155,yeah,1.0
23156,yearning,1.0
23157,yeees,2.0
23158,yes,1.0
23159,youthful,2.0
23160,yucky,-2.0
23161,yummy,3.0
23162,zealot,-2.0
23163,zealots,-2.0
23164,zealous,2.0
